AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.719,0.93,0.888,1.498,0.677,1.084,0.865,1.248,0.542,0.467,0.533,0.371,0.076,0.099,0.3979999999999999,0.5589999999999999,0.475,0.361,0.495
Goodwill_Intangibles,18.7,18.4,18.7,18.7,18.6,18.5,18.3,17.7,17.7,17.8,18.0,17.9,18.5,18.8,19.4,19.6,20.1,20.7,21.2
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,129.6,129.4,129.3,129.1,129.0,215.0,214.8,119.2,119.1,119.0,118.8,118.7,118.5,118.4,118.2,118.1,117.9,117.8,117.7
Revenue,87.3,82.2,71.5,120.1,56.9,54.6,55.4,106.7,52.1,54.4,54.8,114.7,58.9,60.7,62.2,123.9,62.4,62.0,60.0
Shares_Diluted,30.4307,30.4596,30.3968,30.3832,30.4018,30.9913,30.5522,30.4254,30.5233,30.2923,30.4643,30.3704,30.4386,30.7342,30.8591,30.8141,30.7284,31.2872,32.2753
Total_Assets,7434.1,7378.3,7128.5,6956.0,6737.1,6858.6,6776.5,6578.9,6438.4,6201.9,6106.8,6218.2,5617.7,5538.2,5528.0,5511.8,5571.1,5502.2,5487.0
Total_Liabilities,6772.0,6740.7,6519.6,6337.7,6115.6,6215.2,6157.5,5975.9,5856.6,5624.8,5543.6,5670.7,5064.7,4974.9,4953.5,4947.3,5006.8,4949.7,4919.3
