AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.532,0.506,0.53,0.456,0.534,0.687,0.516,0.563,0.47200000000000003,0.28,0.516,0.446,0.431,0.475,0.514,0.545
Goodwill_Intangibles,370.0,372.9,375.9,378.9,381.8,361.1,363.5,366.0,368.1,370.6,373.1,381.3,375.3,377.7,300.6,302.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,389.0,333.6,336.4,339.1,341.9,293.7,293.5,293.3,293.1,170.3,218.2,219.6,205.8,259.4,219.8,219.7
Revenue,82.6,76.1,76.9,77.9,71.7,72.3,81.3,79.6,81.2,84.4,88.8,91.7,91.5,84.3,74.3,72.8
Shares_Diluted,56.104,56.1949,56.4167,56.8325,55.7309,55.0358,54.9198,54.738,54.705,54.913,55.354,55.646,55.941,53.578,49.211999999999996,49.247
Total_Assets,12356.4,12567.5,12859.7,12899.3,12415.4,10759.6,10544.0,10539.6,10836.0,9721.4,9695.7,9753.8,9612.7,9537.3,7702.4,7889.4
Total_Liabilities,11194.5,11349.5,11540.6,11566.3,11069.8,9493.7,9274.0,9283.9,9599.9,8503.8,8475.3,8537.8,8409.1,8351.2,6707.4,6917.2
