AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.002,-0.003,0.004,-0.001,0.002,-0.002,0.0,0.0,-0.005,-0.009000000000000001,-0.002,-0.004,-0.008,0.002,-0.002,-0.013999999999999999,-0.011
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,7.0,7.8,10.1,10.1,9.4,9.0,8.2,7.4,7.6,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,0.4,0.3,0.2,0.4,0.3,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0
Shares_Diluted,26.2371,26.2371,26.6124,26.2371,26.6099,26.2371,26.2371,26.2371,26.2371,25.9523,25.9521,25.9521,25.8758,25.5775,25.7305,25.7257,25.7232
Total_Assets,16.9,14.1,13.2,11.0,10.2,9.5,8.9,8.1,8.0,7.6,4.1,3.4,3.4,3.4,2.7,2.3,1.8
Total_Liabilities,17.8,14.9,13.9,11.8,11.0,10.4,9.8,9.0,8.9,8.3,4.9,4.1,4.1,4.0,3.3,2.8,2.2
