AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.113,-0.327,-0.052,0.043,-0.079,0.111,1.036,0.113,0.298,-1.919,1.114,-0.066,-0.039,0.127,-1.9340000000000002,0.068
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,27.4,27.4,27.4,27.4,27.4,27.6,27.6,27.6,27.6,27.5,27.5,26.8,26.8,26.8,26.8,26.8
Revenue,1.2,,2.2,2.6,0.8,3.8,3.4,3.8,6.8,,4.7,3.4,2.7,5.5,0.4,4.1
Shares_Diluted,10.5236,10.6565,10.7506,10.898,11.6405,11.6405,11.6405,11.6405,11.6405,11.6405,11.6342,11.7361,12.7405,12.7406,12.7203,12.7647
Total_Assets,93.3,112.0,122.1,125.7,134.7,137.2,128.7,122.2,101.3,98.1,279.5,210.0,259.8,258.8,259.4,286.5
Total_Liabilities,65.5,82.9,89.1,92.0,99.8,101.5,94.2,99.7,80.2,80.5,239.5,183.0,229.7,228.2,230.4,233.0
