AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.733,-0.639,-1.978,0.32,-0.164,2.009,1.429,-3.242,-0.139
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,114.2,114.2,114.1,114.1,114.0,114.0,114.0,113.9,113.9
Revenue,263.7,239.3,,260.0,200.1,522.6,308.0,,124.4
Shares_Diluted,92.9696,92.5401,92.4932,92.481,91.9036,92.3065,92.7611,91.9119,95.6714
Total_Assets,3534.5,3493.6,3342.5,3439.7,3438.7,3489.5,3440.1,3086.2,3388.8
Total_Liabilities,2106.9,2136.3,2110.8,2025.6,2055.2,2093.6,2101.3,1881.7,1880.9
