AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.143,-0.172,0.042,-0.026,0.016,0.016,0.02,0.061
Goodwill_Intangibles,19.0,19.1,,,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,129.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,7.3,6.7,3.8,3.9,3.8,3.6,3.6,4.0
Shares_Diluted,7.5361,7.5296,7.5473,7.5578,7.5257,7.4519,7.4965,7.5345
Total_Assets,906.4,642.8,319.3,309.7,305.1,308.0,307.7,306.0
Total_Liabilities,829.1,566.9,242.1,233.2,228.3,231.7,231.3,229.6
