AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.791,0.44,0.307,0.283,1.26,0.142,0.164,0.673,0.49200000000000005,0.388,0.234,0.25,0.199,0.193,-0.008,0.524
Goodwill_Intangibles,20.8,19.9,20.7,21.5,22.0,23.3,24.7,26.1,27.4,28.7,26.1,26.4,26.0,25.4,26.5,26.3
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,426.9,402.8,407.8,406.4,408.6,439.3,442.2,449.8,474.8,477.6,446.7,453.9,466.1,444.7,448.5,403.0
Revenue,21.5,21.6,21.1,20.4,41.2,20.8,18.7,21.1,42.1,21.2,22.4,20.4,20.7,21.2,20.3,19.6
Shares_Diluted,20.48,20.4825,20.462,20.273,20.2355,20.181,19.863,19.686,19.5985,19.374,19.249,19.239,19.129,18.993,18.737000000000002,18.705
Total_Assets,780.7,750.1,753.0,752.0,753.3,768.2,776.1,786.7,799.6,805.8,774.6,785.1,797.7,776.7,780.9,742.4
Total_Liabilities,465.5,441.2,447.6,447.8,449.5,480.9,485.4,494.4,517.9,519.9,483.9,494.3,504.3,482.8,483.8,436.4
