AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.041,0.079,0.104,0.128,0.0,0.222,0.147,0.176,0.228
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,336.5,280.9,274.0,225.8,230.6,0.0,0.0,0.0,0.0
Revenue,107.9,100.7,96.0,92.0,162.6,84.3,92.3,62.8,61.3
Shares_Diluted,84.2831,13.6355,109.9855,109.9648,109.9648,,,,
Total_Assets,578.1,512.5,502.1,440.7,437.2,,,,
Total_Liabilities,582.0,521.3,511.1,463.8,259.9,,,,
