AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.8,0.7,0.6,2.1,2.1,2.1,2.1,2.1,1.9
Diluted_EPS,-0.006,-0.008,-4.8,-0.002,-0.009,-0.003,-0.007,-0.021,-0.051
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,,,,,,,0.0,0.0
Shares_Diluted,17.0258,17.0258,12.5204,8.93,8.901,8.7791,8.7791,11.4566,8.7791
Total_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,0.8,0.7,0.6,2.1,2.1,2.1,2.1,2.1,1.9
