AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.552,1.317,4.477,2.564,0.737,1.075,-1.358,0.1,0.22699999999999998,-0.034,0.73,-0.7390000000000001,0.016
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,37.4,37.3,39.0,38.9,38.8,38.7,38.6,38.5,38.4,38.3
Revenue,0.5,0.3,0.3,0.9,0.4,0.2,0.3,0.4,0.4,0.5,0.2,0.5,0.2
Shares_Diluted,27.6191,25.3345,24.1233,23.8998,21.5984,20.301,17.441,22.1325,23.2041,19.7197,23.494,20.6179,20.4626
Total_Assets,428.5,441.8,443.7,478.9,432.1,323.6,258.0,288.6,299.5,341.9,344.1,330.2,357.4
Total_Liabilities,2.7,2.2,7.7,177.3,179.4,130.9,85.5,88.6,85.6,130.8,131.5,134.8,144.0
