AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.802,-1.564,0.261,-0.049,0.105,0.185,-1.653,-0.823
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,117.0,90.8,124.5,119.9,127.1,124.6,107.1,108.2
Shares_Diluted,14.179,14.169,14.4277,14.361,14.679,14.878,14.8652,14.969
Total_Assets,1600.3,1552.1,1634.4,1596.8,1571.0,1539.8,1490.1,1447.0
Total_Liabilities,1264.2,1246.7,1270.0,1233.3,1203.6,1173.7,1134.0,1059.0
