AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,2.789,0.623,2.355,2.434,2.743,1.175,2.437,2.267,2.337,1.08,2.176,1.945,1.5719999999999998,1.15,2.0540000000000003,2.241,1.896,0.435,2.155
Goodwill_Intangibles,1508.3,3844.7,2512.8,2455.6,2453.9,2482.4,2466.1,2489.6,2448.6,4959.7,2369.5,2381.9,2281.8,2327.1,2282.0,2415.2,2462.1,2480.2,2503.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,94388.5,94610.9,99462.8,94633.1,87545.2,82740.3,80540.8,76554.5,72089.2,70354.4,69293.1,70684.2,70660.9,64473.0,63186.6,64477.3,63704.3,65923.2,63784.5
Revenue,5218.6,4872.7,4082.9,3568.3,3272.8,3096.4,2906.3,2802.7,2682.5,2727.1,2648.3,2809.4,3077.0,3083.1,3157.6,3287.6,3245.3,3295.3,3163.6
Shares_Diluted,397.2448,398.8765,399.3471,398.3112,398.5892,399.3221,398.8838,397.9309,397.9935,398.4332,394.5422,392.5423,392.6935,392.776,392.2428,393.5784,396.8812,398.4434,398.3644
Total_Assets,525491.1,523385.3,552475.9,527838.3,516808.3,504560.8,494385.0,481648.3,459495.0,451932.8,448074.7,444191.8,463149.5,440757.4,435328.0,443379.4,436722.5,431629.5,429944.1
Total_Liabilities,484027.0,483208.5,516173.7,492047.6,480891.7,468490.8,458681.1,447581.1,427549.1,420449.8,417578.3,413331.3,430658.9,408003.6,402514.8,410278.3,404844.7,399495.9,397921.5
