AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.346,0.316,0.328,0.282,0.305,0.346,0.341,0.295,0.312,0.28600000000000003
Goodwill_Intangibles,23.9,24.1,24.3,24.4,24.6,24.8,25.0,24.8,27.7,24.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.3,0.3,51.2,3.4,0.4,0.4,0.5,0.5,0.5,0.5
Revenue,15.2,14.7,16.4,15.7,15.8,16.0,16.8,15.8,16.1,15.3
Shares_Diluted,10.5357,10.5336,10.5336,10.8148,10.7977,10.7522,10.7521,10.7239,10.7726,10.7345
Total_Assets,1501.7,1522.9,1518.5,1356.4,1320.1,1355.4,1330.7,1317.0,1318.0,1254.3
Total_Liabilities,1333.9,1356.7,1354.3,1196.3,1158.2,1195.2,1172.9,1162.3,1166.0,1105.0
