AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.708,0.403,1.194,0.872,0.762,0.623,1.064,0.933,0.154,0.461,-1.352,-3.449,-1.547,0.298,1.19,-0.547,0.079,0.598
Goodwill_Intangibles,61.3,61.3,61.3,61.3,61.3,61.3,61.4,61.4,61.4,61.4,61.5,82.7,82.9,98.8,105.6,106.2,106.4,107.0
Inventory,380.8,389.9,327.1,316.3,326.7,334.6,341.6,343.4,345.1,347.1,350.3,370.8,369.8,369.8,371.9,23.3,20.7,20.1
LT_Debt,882.3,866.4,672.1,701.5,668.5,594.7,624.7,633.9,646.7,670.9,679.3,760.9,822.9,706.2,744.9,763.1,753.1,805.7
Revenue,190.2,209.7,225.0,212.1,172.9,181.1,193.6,173.9,127.2,131.8,124.9,183.4,135.1,162.0,178.5,312.0,194.6,208.7
Shares_Diluted,16.246,18.979,19.232,20.389,20.971,21.056,21.727,20.912,19.318,19.318,18.731,18.5865,18.298,18.301,18.812,18.5595,18.8974,18.9054
Total_Assets,1401.1,1398.4,1278.4,1295.3,1259.1,1210.5,1283.7,1274.3,1237.6,1250.1,1239.6,1671.3,1776.5,1793.3,1817.4,1801.8,1760.7,1705.0
Total_Liabilities,1219.9,1226.7,1036.3,1050.5,1003.7,967.1,1047.4,1040.7,1046.8,1062.2,1062.3,1182.7,1254.6,1243.5,1260.8,1262.4,1209.8,1155.4
