AAII_QTR_DATA,01/28/2023,10/29/2022,07/30/2022,04/30/2022,01/29/2022,10/30/2021,07/31/2021,05/01/2021,01/30/2021,10/31/2020,08/01/2020,05/02/2020,02/01/2020,10/26/2019,07/27/2019,04/27/2019,01/26/2019,10/27/2018,07/28/2018
Current_Assets,671.0,658.4,639.1,629.0,640.4,643.1,660.9,674.0,645.0,682.3,598.0,565.6,463.9,465.4,461.3,453.5,446.4,491.1,523.9
Current_Liabilities,190.9,213.0,195.8,188.6,203.7,207.8,204.1,222.7,209.2,198.7,160.0,143.8,163.6,184.3,180.8,180.9,176.4,192.2,136.8
Diluted_EPS,0.544,0.749,0.578,0.435,0.785,0.722,0.757,0.807,0.831,1.012,0.542,0.7879999999999999,1.091,0.631,0.7509999999999999,0.598,0.815,0.3879999999999999,0.63
Goodwill_Intangibles,425.8,427.7,435.3,440.7,447.3,454.1,459.3,465.0,468.5,470.3,475.4,476.4,484.2,489.4,493.4,498.2,504.4,509.0,
Inventory,175.4,172.5,173.9,158.5,167.0,149.0,142.4,124.2,124.0,120.7,124.0,131.0,126.1,133.8,122.0,116.7,124.0,118.3,88.5
LT_Debt,200.8,191.0,194.2,197.5,202.4,208.4,220.6,225.2,229.2,332.3,334.4,336.8,241.9,259.9,267.7,276.9,287.7,342.3,49.2
Revenue,280.1,315.9,282.4,288.7,291.6,295.5,287.8,301.0,295.3,300.8,190.9,210.6,285.9,257.2,270.2,266.0,246.9,264.0,223.4
Shares_Diluted,36.577,36.8418,37.2158,37.2527,37.4759,38.0833,38.458,38.5391,38.4001,38.1275,38.1584,38.2163,37.754,37.7392,37.6671,37.7658,37.6542,37.6737,37.6375
Total_Assets,1428.5,1394.3,1389.9,1389.1,1411.3,1430.7,1459.0,1467.0,1444.5,1489.3,1418.2,1370.6,1282.3,1282.7,1268.9,1231.7,1226.2,1270.5,892.8
Total_Liabilities,485.9,495.5,478.5,475.3,494.9,511.2,524.7,549.0,546.9,637.9,604.4,587.2,509.4,550.1,554.6,542.0,552.1,627.2,260.6
