AAII_QTR_DATA,12/31/2022,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,1.04,0.902,1.318,2.267,0.939,0.122,1.219,1.911
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,2.1,2.1,4.2,2.1,2.1,2.1,4.1
Shares_Diluted,,0.4268,0.4271,0.4271,0.4271,0.428,0.4291,0.4291
Total_Assets,485.8,,,,,,,
Total_Liabilities,464.3,,,,,,,
