AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.38,-0.475,-0.699,-2.202,-0.101,0.966,0.28,0.288,0.296,0.617,0.216,0.2269999999999999,0.197,0.179,0.168,0.202,0.258,0.281,0.279
Goodwill_Intangibles,282.9,297.4,313.4,327.3,282.3,63.4,79.5,76.9,78.4,83.6,123.1,130.2,137.2,138.6,145.6,149.8,96.9,75.8,75.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,4245.7,4244.5,4243.3,4410.6,4388.4,646.1,646.0,645.9,645.7,645.6,1048.5,1048.2,1048.1,1406.6,1399.6,1357.5,743.8,462.2,429.3
Revenue,110.3,106.3,103.2,107.2,71.4,56.5,55.0,54.2,54.2,60.1,65.1,65.1,64.3,62.2,61.0,60.1,46.0,42.1,40.4
Shares_Diluted,65.309,65.308,65.25,65.221,65.219,65.229,65.23,65.207,65.1995,65.153,65.129,65.09100000000001,65.082,65.07600000000001,65.06,65.043,65.041,65.039,65.02199999999999
Total_Assets,5635.0,5676.2,5719.6,5955.8,6103.8,1908.6,2048.1,1934.7,1909.0,1915.7,2499.0,2505.6,2512.3,2454.9,2467.7,2428.6,1818.1,1534.6,1506.6
Total_Liabilities,4876.4,4885.4,4907.2,5102.3,5089.5,870.5,1052.1,935.6,907.8,912.6,1515.3,1517.3,1518.0,1459.2,1462.2,1412.8,794.4,506.3,475.4
