AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.087,0.141,0.052,0.061,0.116,0.033,0.073,0.021,0.01,0.037000000000000005,0.37,0.044000000000000004,0.081,0.067,0.206,0.19
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,638.0,643.9,642.8,618.6,614.4,645.2,644.2,666.5,676.4,675.4,644.7,621.7,622.3,622.9,618.2,666.6
Revenue,35.0,34.1,33.3,32.4,30.6,29.0,29.8,29.9,27.6,30.6,30.1,29.9,29.6,29.7,29.9,30.7
Shares_Diluted,50.047,50.306,50.02,47.825,44.125,43.331,42.84,43.44,42.763000000000005,43.00899999999999,42.596,41.44600000000001,40.839,40.626,40.825,40.635
Total_Assets,1089.1,1095.0,1102.1,1071.1,1034.1,1036.6,1045.0,1064.9,1070.6,1071.3,1056.3,1011.8,1013.2,1018.7,1028.9,1060.4
Total_Liabilities,689.0,696.5,709.3,683.1,674.1,704.5,712.9,734.9,739.9,737.7,710.9,686.8,682.8,679.0,678.4,725.8
