AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.68,0.72,0.649,0.721,0.69,0.678,0.612,0.522,0.963,1.111,1.544,1.5619999999999998,0.238,0.507,0.586,0.547,0.386,0.327,0.236
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.9,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,14.8,5.2
Revenue,24.2,21.9,18.0,14.7,13.2,13.1,12.7,13.7,12.9,12.0,10.6,19.8,9.9,9.8,8.8,8.5,7.9,7.3,6.6
Shares_Diluted,6.5427,6.4916,6.5478,6.5528,6.5484,6.5848,6.6573,6.6893,6.6706,6.6208,6.597,6.2663,5.702000000000001,5.1169,4.5254,4.4526,4.4178,4.3481,4.3672
Total_Assets,1930.3,1820.2,1764.0,1619.5,1544.2,1495.6,1355.0,1507.8,1604.6,1477.0,1337.0,1146.1,945.4,880.5,786.4,721.0,720.5,665.0,606.4
Total_Liabilities,1787.0,1680.9,1629.2,1486.8,1415.9,1370.3,1231.8,1387.9,1488.0,1366.8,1234.1,1053.5,862.5,799.9,732.6,670.1,672.8,619.5,562.8
