AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,03/31/2021,12/31/2020,09/30/2020,03/31/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Diluted_EPS,0.29,0.491,0.272,0.406,0.697,1.059,1.646,0.403,0.349,0.497,0.136
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.3,0.3,0.3,0.4,1.0,1.1,2.3,79.7,0.0,0.0,0.0
Revenue,13.4,13.3,12.8,13.0,13.2,15.6,33.7,8.8,11.6,28.6,10.9
Shares_Diluted,13.1723,13.2144,13.3241,13.4174,13.4309,9.1082,12.247,12.247,,,
Total_Assets,442.3,400.8,385.6,366.0,424.5,380.2,338.3,330.1,,,
Total_Liabilities,297.9,260.3,251.3,235.5,299.5,264.8,269.2,277.7,,,
