AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.475,0.528,0.684,1.251,0.62,0.588,0.528,0.445,0.438,0.606,0.396,0.432,0.369,0.424,0.384,0.556,0.291,0.344,0.418
Goodwill_Intangibles,91.3,89.9,84.0,83.9,83.8,83.6,58.3,59.2,50.8,50.7,50.4,50.1,50.0,50.0,49.9,49.8,49.7,6.5,6.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,34.6,44.6,44.6,34.5,74.5,74.5,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,31.8,29.5,25.8,45.8,21.9,22.4,20.1,17.5,16.8,18.1,17.3,17.3,17.5,17.1,17.0,18.3,15.9,12.0,11.8
Shares_Diluted,13.4795,13.4837,12.9833,12.972,12.9551,12.9502,11.1135,11.1069,11.1104,11.0888,11.0595,11.0493,11.0501,11.0485,11.0421,11.0291,11.0064,9.1914,9.1813
Total_Assets,3070.1,3015.4,2783.8,2674.7,2686.1,2638.3,2219.0,2166.9,1993.3,1909.5,1826.6,1784.4,1655.1,1607.3,1574.9,1530.5,1465.7,1116.2,1108.0
Total_Liabilities,2764.3,2717.2,2503.2,2393.8,2399.7,2341.1,1964.2,1916.3,1746.5,1660.4,1583.2,1544.2,1418.7,1377.1,1347.5,1306.5,1248.7,972.9,968.7
