AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.236,0.24,0.27,0.265,0.247,0.195,0.212,0.148,0.1,0.056,0.165,-0.205,-0.19,0.085,-0.163,0.032
Goodwill_Intangibles,28.8,36.1,44.0,32.3,25.4,22.5,21.0,17.3,18.3,19.9,12.7,14.6,17.0,15.2,13.0,13.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3142.3,2999.8,2940.9,2128.5,2058.6,1932.8,1917.0,1741.7,1741.5,1731.7,1534.0,1533.9,1469.6,1414.9,1278.1,1229.2
Revenue,198.9,187.2,173.6,150.8,138.2,123.0,114.1,109.5,104.4,104.2,100.6,101.3,95.4,90.6,89.3,85.4
Shares_Diluted,91.541,91.323,145.203,140.025,129.578,123.187,69.499,68.887,71.37,59.798,59.327,59.278,57.543,56.655,56.605,55.722
Total_Assets,5759.0,5621.4,5562.6,4521.2,3891.2,3651.6,3513.6,3280.9,3285.1,3278.9,3084.2,3110.8,3061.9,2896.0,2729.3,2715.4
Total_Liabilities,4010.3,3874.4,3787.4,2912.4,2723.9,2567.0,2544.6,2365.7,2367.5,2355.4,2164.6,2195.1,2104.3,2002.6,1812.4,1764.9
