AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.881,-0.191,-1.174,-2.045,-4.593,-0.861,-0.286,-0.165,-1.5619999999999998,-1.5019999999999998
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,129.2,119.0,118.8,118.6,128.4,128.2,128.0,127.8,127.5,127.2
Revenue,8.5,8.3,8.6,7.9,10.7,11.5,12.9,13.8,12.6,14.4
Shares_Diluted,0.6785,0.6392,0.632,0.6235,0.6009,0.5899,0.5848,0.5755,0.5699,0.5591
Total_Assets,35.6,38.7,39.7,41.2,48.8,75.4,75.6,84.5,78.2,94.1
Total_Liabilities,43.3,46.8,48.9,50.2,57.9,83.4,84.9,95.2,90.2,105.4
