AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.521,0.741,0.74,1.038,0.432,0.554,0.82,0.779,0.818,0.656,0.521,0.316,0.398,0.61,0.603,0.5489999999999999,0.551,0.561,0.544
Goodwill_Intangibles,961.2,779.2,780.9,782.5,784.3,472.4,401.0,379.9,380.8,381.8,384.1,340.2,341.2,342.2,343.3,344.6,322.8,324.1,325.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,324.7,324.7,324.5,324.4,324.2,247.4,247.1,261.9,311.6,327.0,326.7,311.6,212.8,212.7,240.2,248.0,257.3,267.2,285.1
Revenue,279.5,240.8,213.9,358.4,171.1,143.8,147.7,145.8,141.5,156.1,141.8,123.6,136.5,136.4,140.6,139.2,136.5,133.9,128.7
Shares_Diluted,115.715,106.916,106.8,106.766,106.677,90.149,87.355,87.421,87.466,87.364,87.205,78.92399999999999,79.446,79.678,79.667,79.678,79.813,79.89,79.818
Total_Assets,25871.9,24008.9,23687.9,24213.0,24374.2,20946.8,19481.2,18895.7,18556.9,17794.4,17152.9,15004.9,13085.9,12916.0,12809.5,12779.4,12505.8,12573.2,12405.1
Total_Liabilities,22793.7,21308.2,21053.1,21561.7,21679.2,18724.5,17358.8,16809.4,16525.8,15786.8,15185.6,13233.2,11445.3,11280.3,11204.1,11213.1,10997.7,11115.6,11003.3
