AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.22,-1.262,0.395,0.505,1.489,-1.08,0.326,0.856,0.058,0.412,0.648
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,7.3,6.0,5.7,6.8,7.2,6.9,6.8,5.6,6.3,6.8,7.0
Shares_Diluted,11.846,11.835,11.729,11.717,11.645,11.644,11.612,11.608,11.588,11.588,11.572
Total_Assets,157.3,178.8,202.8,216.5,233.9,200.1,196.7,193.9,180.2,186.7,191.2
Total_Liabilities,74.3,88.1,92.1,105.3,123.5,101.5,80.2,75.8,66.5,68.2,72.0
