AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,2.064,0.505,-0.604,-0.527,11.834,0.947,3.946,0.49,4.47,1.4169999999999998
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,237.8,238.4,245.5,223.7,201.8,151.3,107.9,140.2,149.2,187.2
Revenue,0.5,0.6,0.6,0.6,2.6,2.3,2.9,2.0,3.1,3.0
Shares_Diluted,5.815,5.811,5.807,5.804,5.856,5.887,5.884,5.882,6.997000000000001,6.0870000000000015
Total_Assets,533.1,522.4,526.9,508.1,485.6,374.0,325.8,356.3,364.4,403.9
Total_Liabilities,243.2,244.8,252.4,230.4,204.5,154.4,111.1,143.9,151.5,210.4
