AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020,12/31/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
Current_Assets,4.5,4.6,4.7,5.6,5.4,5.5,5.6,4.7,4.7,4.7,5.0,,5.0,5.2
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Diluted_EPS,-0.088,-0.119,0.275,0.068,0.123,-0.133,0.065,0.671,-0.047,-0.098,-0.018000000000000002,-0.139,-0.069,-0.085
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,1.24,1.2403,1.2431,1.2431,,1.2404,1.247,1.21,1.21,1.2089,1.2106,,1.2115,1.2135
Total_Assets,7.5,7.6,7.7,8.4,8.2,8.3,8.3,7.4,7.4,7.4,7.6,,7.6,7.8
Total_Liabilities,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,,0.1,0.2
