AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-8.119,-4.183,-3.853,-1.534,11.357,-0.566,-3.081,0.281,1.187,24.948
Goodwill_Intangibles,125.8,132.5,140.4,143.6,151.8,82.9,84.0,89.5,149.0,156.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,16329.9,16545.4,16815.6,16149.1,16118.2,14518.8,14054.9,13710.0,12801.2,13224.3
Revenue,384.5,367.0,374.5,403.6,451.4,375.1,737.4,376.4,413.6,493.1
Shares_Diluted,31.2791,41.7434,55.2947,55.9268,57.9272,66.0568,66.0568,98.4195,206.8629,147.4777
Total_Assets,21880.0,22051.7,22216.1,21744.0,21973.4,19171.1,18797.5,19006.9,19033.5,19157.7
Total_Liabilities,20036.7,20082.5,20637.3,19944.5,20211.0,18352.7,18191.2,18338.8,17811.7,18918.2
