AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,3690.9,929.5,1012.4,910.8,853.5,859.5,875.3,713.8,703.0,728.5,684.3,651.1,673.6,683.9,710.7,645.2,661.7,667.8
Current_Liabilities,1081.6,754.9,775.2,721.6,693.9,719.5,675.8,660.3,634.8,352.9,359.6,358.1,378.3,374.4,354.9,579.2,366.6,312.8
Diluted_EPS,0.574,0.984,0.313,0.25,0.291,0.36,0.159,0.63,6.615,0.604,0.569,0.236,0.346,0.512,0.424,0.027,1.473,0.674
Goodwill_Intangibles,1527.3,1512.8,1534.3,1536.0,1550.7,1490.7,1387.1,1392.7,1359.0,1306.3,1344.7,1353.6,1374.0,1375.8,859.0,859.6,851.1,727.5
Inventory,357.9,357.5,363.0,350.6,321.5,341.1,310.1,279.9,248.4,237.6,248.6,235.4,219.4,234.9,228.8,234.7,233.1,188.2
LT_Debt,2039.8,580.8,666.4,618.1,600.8,539.4,450.6,303.1,221.6,695.4,736.0,741.5,761.0,792.5,304.7,318.0,533.2,500.5
Revenue,1612.4,412.1,404.8,354.1,378.9,328.3,322.0,288.5,312.4,273.2,289.5,301.9,321.4,338.0,556.1,289.3,290.1,272.2
Shares_Diluted,41.8,41.86,41.56,40.79,41.56,41.44,40.81,40.62,38.97,35.94,35.31,36.01,35.8,36.73,35.89,33.81,32.38,32.95
Total_Assets,5901.9,3069.2,3167.6,3085.9,3043.8,2981.8,2830.0,2652.3,2570.5,2452.9,2452.6,2423.0,2481.4,2497.8,1983.9,1913.3,1897.7,1738.5
Total_Liabilities,3226.4,1451.8,1562.2,1465.2,1427.2,1399.4,1253.6,1093.3,997.8,1166.7,1211.9,1212.9,1253.8,1299.3,790.0,1024.5,1013.2,901.7
