AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020,03/31/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.002,0.021,-0.688,-0.681,-0.035,-0.026,-1.105,-0.587,-0.397
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,10.1,9.8,9.6,10.2,10.4,10.7,0.0,0.0,0.0
Revenue,14.9,13.6,14.2,14.1,13.8,13.9,61.6,15.9,16.4
Shares_Diluted,26.3663,26.3435,28.5225,21.9799,28.5225,28.5225,,,
Total_Assets,1964.1,1938.2,1914.2,2024.3,2576.9,1963.6,,,
Total_Liabilities,1551.8,1517.9,1484.7,1576.1,2371.9,1758.2,,,
