AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.23,0.365,0.38,0.28,0.25,0.2,0.16,0.12,0.03,0.085,0.0,0.03,0.11,0.185,0.205,0.16,0.145,0.22,0.2
Goodwill_Intangibles,13.3,13.8,14.3,14.8,15.2,15.7,16.2,17.0,17.6,,19.1,19.6,20.3,63.0,64.5,66.3,68.1,69.7,71.3
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,4.3,6.8,6.9,5.2,4.7,3.6,2.8,2.3,0.6,1.5,0.0,1.4,2.1,3.3,3.8,3.0,2.6,3.9,3.7
Shares_Diluted,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
Total_Assets,14.6,15.0,15.1,15.3,15.6,16.0,16.6,17.3,17.9,19.0,19.9,20.6,20.5,63.3,64.8,66.5,68.2,70.0,71.7
Total_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
