AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017
Current_Assets,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,5.7,5.1,6.0,6.8,15.4,11.9,13.1,5.9,3.3,3.2,3.0,4.4,2.6,2.6,2.4,2.3,2.7,2.4,3.9,2.5
Diluted_EPS,0.0,0.0,0.0,0.002,-0.001,0.0,-0.003,-0.001,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,-0.001,0.0,-0.002,-0.002
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,3535.303,3535.303,3535.303,3374.29,3318.713,2829.328,2612.777,2339.102,2021.182,2021.182,31016.42,2025.005,1758.244,1280.016,916.1821,741.8164,672.3127,6006.985,590.885,578.2224
Total_Assets,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,5.7,5.1,6.0,6.8,15.4,11.9,13.1,5.9,3.3,3.2,3.0,4.4,2.6,2.6,2.4,2.3,2.7,2.4,3.9,2.5
