AAII_QTR_DATA,09/30/2022,03/31/2022,09/30/2021,03/31/2021,09/30/2020,03/31/2020,09/30/2019,03/31/2019,09/30/2018,03/31/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.19,-0.112,-0.256,0.318,0.35,-0.53,0.194,0.025,0.031,0.166
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,5.5,5.9,6.1,5.8,5.4,6.3,7.0,7.8,8.0,8.4
Shares_Diluted,49.8837,50.6231,51.1997,51.1737,51.2643,51.1911,51.7957,51.7957,52.7551,53.5516
Total_Assets,413.1,479.8,379.0,488.0,636.8,535.5,486.3,414.2,395.6,420.3
Total_Liabilities,236.1,285.5,170.3,259.4,416.7,324.3,236.3,165.0,133.1,150.2
