AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.507,0.466,0.271,0.21,0.23,0.22,0.21,0.18,0.16,0.13
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,3.6,3.3,3.0,2.8,2.8,2.6,2.6,2.4,2.3,2.2
Shares_Diluted,4.1755,2.6716,2.6716,4.1524,4.1391,4.0955,3.9857,4.1167,4.0563,3.4077
Total_Assets,404.7,395.2,300.3,282.1,277.8,243.3,229.7,220.7,216.0,224.6
Total_Liabilities,358.7,351.8,258.6,241.6,238.6,205.2,193.0,185.2,181.5,190.7
