AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,3.523,-0.117,0.251,-0.111,-0.672,-0.389,-0.979,-0.004,0.196,0.004,0.021,0.037000000000000005
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,523.5,628.2,624.3,645.3,701.3,706.5,630.6,631.6,623.7,626.8,624.8,626.9
Revenue,32.2,33.6,33.3,31.2,28.6,42.5,35.6,35.9,35.7,36.9,36.9,36.2
Shares_Diluted,13.197,13.184,13.1119,13.1104,13.1078,13.0868,13.0702,13.0704,13.0701,13.1186,88.99600000000002,89.875
Total_Assets,1116.7,1180.0,1177.3,1198.3,1254.1,1268.8,1205.6,1222.8,1216.3,1222.4,1222.9,1237.6
Total_Liabilities,581.4,694.0,693.8,720.5,776.2,781.7,695.1,699.1,686.4,683.2,667.5,669.8
