AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.285,-0.891,-0.307,-1.867,-0.34,0.704,0.17,-0.23,0.9670000000000001,-0.42100000000000004,0.36
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,13.2,13.2,13.7,13.7,13.7,13.7,12.2,12.2,12.2,12.2,14.3
Revenue,16.3,17.0,17.8,16.8,15.1,17.0,16.2,16.2,17.9,15.7,17.1
Shares_Diluted,2.5304,2.5304,2.5307,2.5307,2.5308,2.5306,2.5294,2.5522,2.5271,2.5105,2.5194
Total_Assets,151.6,150.5,155.6,152.7,150.5,153.9,154.1,151.9,149.8,144.2,147.7
Total_Liabilities,106.8,105.2,108.5,104.3,100.5,100.5,102.0,100.8,99.9,98.4,100.9
