AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.56,-4.846,0.465,3.013,4.614,-1.567,1.345,2.59,-2.479,0.451,1.733
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,35.0,70.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,70.0,70.0
Revenue,11.7,12.0,18.2,10.8,9.7,13.0,10.5,11.4,9.3,16.5,11.6
Shares_Diluted,111.874,107.9567,108.6,103.2975,103.4737,100.4717,99.7679,96.6677,104.1033,85.9167,86.06700000000002
Total_Assets,1647.0,1656.4,2226.1,2247.9,1965.1,1514.0,1700.1,1616.1,1364.8,1565.8,1555.0
Total_Liabilities,41.8,74.8,76.2,81.0,76.5,73.9,72.0,93.1,60.7,75.5,74.6
