AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.325,0.326,0.286,0.336,0.229,0.303,0.352,0.44,0.206,0.157,0.199,0.212,0.151,0.313,0.335,0.102,-0.02,0.261,0.241,0.184
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,12.0,11.2,9.9,9.2,8.3,8.5,8.7,8.3,8.4,8.9,9.5,9.7,10.4,11.2,11.1,10.8,11.1,11.4,11.0,10.9
Shares_Diluted,7.146,7.273,7.31,7.323,7.413,7.483,7.575,7.5906,7.58,7.492,7.457,7.4867,7.59,7.657999999999999,7.648,7.7201,7.5070000000000014,7.506,7.557,7.5905
Total_Assets,1335.3,1271.0,1245.9,1187.0,1187.8,1182.4,1192.3,1183.6,1189.3,1170.7,1184.0,1176.8,1107.6,1107.4,1105.3,1084.9,1119.4,1127.2,1157.5,1175.5
Total_Liabilities,1205.9,1141.8,1116.7,1058.4,1060.2,1054.5,1064.0,1056.3,1063.5,1045.7,1059.4,1052.9,984.4,983.6,983.1,964.2,998.2,1004.5,1035.8,1055.1
