AAII_QTR_DATA,02/28/2023,08/31/2022,02/28/2022,08/31/2021,02/28/2021,08/31/2020,02/29/2020,08/31/2019,02/28/2019,08/31/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.168,-1.544,-0.713,0.666,0.421,-0.295,0.609,1.081,0.153,0.202
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,380.9,439.2,470.8,481.6,490.0,506.4,514.0,484.7,485.8,506.7
Revenue,22.4,22.0,21.9,22.3,23.8,25.0,24.9,25.4,25.1,27.3
Shares_Diluted,54.232,54.232,54.2386,54.2253,54.2253,54.2253,54.2253,54.2253,54.2253,54.2253
Total_Assets,990.3,1073.7,1198.9,1268.2,1245.4,1258.2,1301.8,1253.9,1211.6,1243.4
Total_Liabilities,397.0,457.5,483.2,496.6,492.2,510.4,521.7,490.2,489.7,513.0
