AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.826,0.76,0.603,0.647,0.79,0.922,0.91,0.451,0.578,0.458,0.381,0.622,0.256,0.33299999999999996,0.124,0.486
Goodwill_Intangibles,22.3,22.6,22.9,23.2,23.5,23.8,24.2,24.5,24.9,26.9,27.1,27.6,27.8,16.3,16.5,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,32.0,32.0,32.0,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.8,31.8,31.8,31.8,31.9,0.0
Revenue,25.4,23.8,23.9,22.2,23.7,23.9,26.4,24.2,25.0,24.0,24.4,24.7,24.5,19.7,19.8,16.2
Shares_Diluted,10.744,11.007,11.115,11.122,11.112,11.074,11.055,11.025,10.993,11.062,11.102,11.094000000000001,10.514,9.326,9.326,8.271
Total_Assets,2824.2,2900.5,2834.6,2870.2,2912.7,2963.5,2750.6,2781.7,2772.8,2387.6,2383.3,2313.7,2399.5,1973.3,1934.4,1720.8
Total_Liabilities,2586.7,2645.7,2562.9,2601.6,2646.8,2709.1,2504.3,2548.8,2547.2,2177.0,2160.0,2090.2,2179.6,1794.1,1761.0,1575.2
