AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.736,0.87,0.798,0.831,1.849,0.969,0.859,0.79,1.403,0.759,0.816,0.7490000000000001,1.661,0.804,0.7829999999999999,0.828
Goodwill_Intangibles,917.9,863.0,864.3,868.1,842.7,843.0,846.6,850.2,852.8,832.9,836.9,840.7,800.5,804.4,807.3,811.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3.3,3.3,3.3,3.3,3.3,3.3,80.6,91.1,93.1,91.1,91.1,91.1,97.9,97.9,97.9,97.9
Revenue,106.2,97.7,98.7,95.7,193.0,97.7,97.6,97.5,194.2,97.0,100.0,98.6,187.0,92.7,92.4,90.9
Shares_Diluted,53.928,53.943,54.427,54.41,54.4005,54.4255,54.035,53.974,53.5285,52.73,52.494,52.246,52.206,52.06100000000001,51.898,51.858
Total_Assets,15487.8,15625.9,15552.7,15331.1,14801.3,14620.2,13931.1,13845.3,13444.2,11809.0,11410.3,11597.3,10745.4,10916.5,10607.3,10659.6
Total_Liabilities,13826.1,13773.8,13451.9,13261.2,12740.2,12648.8,11827.0,11746.7,11362.9,9832.4,9555.1,9756.9,8935.9,9159.3,8893.5,8991.2
