AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.215,0.203,0.254,0.124,0.141,0.141,0.156,0.061,0.06,0.126,0.18,0.16399999999999998,0.147,0.18,0.218,0.036000000000000004
Goodwill_Intangibles,7.9,8.0,8.1,8.1,8.2,8.3,8.4,8.5,8.6,8.7,8.8,8.9,9.1,9.2,9.3,9.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,10.7,10.7,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,9.5,9.4,10.0,10.0,10.1,9.8,10.2,10.0,9.8,10.4,10.8,11.0,10.9,10.8,11.2,9.5
Shares_Diluted,6.5807,6.696,6.7348,6.7515,6.7498,6.7282,6.7066,6.7032,6.6979999999999995,6.7026,6.7093,6.8164,6.8509,6.8623,6.776,6.6827
Total_Assets,955.4,968.6,958.3,956.7,946.9,926.5,890.5,852.9,845.7,788.6,788.7,771.9,777.2,795.3,791.9,802.6
Total_Liabilities,872.8,880.8,868.2,867.1,858.2,838.6,803.8,767.3,760.5,704.2,704.0,688.1,693.4,713.8,712.5,725.1
