AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,76434.4,68884.6,73556.1,75075.1,72406.4,69227.6,64832.9,72931.8,77147.8,71777.2,74197.2,73094.2,138230.6,66312.7,67774.8,60357.9,73623.3,85796.1,63794.9,65300.4
Current_Liabilities,76392.8,66327.5,68357.8,80912.4,89394.2,86326.6,80874.0,93461.6,91912.5,69950.0,54183.1,59475.6,125449.6,71490.0,67852.9,67559.0,82389.3,81113.1,86768.9,77847.0
Diluted_EPS,-0.321,-3.806,13.81,-14.076,-9.023,0.087,-1.71,3.15,7.67,4.457,2.314,5.018,-6.17,0.201,-3.11,4.888999999999999,-0.594,3.0010000000000003,2.247,1.335
Goodwill_Intangibles,54937.9,54830.3,57325.5,55663.8,52890.1,51433.2,51393.4,50246.3,49858.6,40890.4,41645.2,46523.8,52899.8,103545.5,97474.0,98516.7,106417.7,105529.5,108889.9,106125.0
Inventory,1182.5,1248.4,1276.9,1026.8,1030.8,1113.8,928.5,865.7,904.3,1140.2,950.0,1433.7,1636.3,2898.7,2746.7,2900.0,3466.3,3728.1,3246.0,3149.0
LT_Debt,108314.7,107370.5,110105.3,122964.9,106527.3,101473.5,98936.5,88796.3,82032.7,85231.2,87405.8,93495.7,88830.3,134053.0,129170.3,122353.6,115817.3,121444.4,123515.2,125324.6
Revenue,12235.5,12225.6,11627.4,11350.1,11845.8,11532.8,10861.6,10679.3,10624.6,10748.5,9629.5,9983.8,11824.7,12036.4,11761.4,11362.5,,23863.5,22596.4,21568.7
Shares_Diluted,1464.087,1500.579,1580.49,1627.688,1687.788,1712.184,1713.277,1727.547,1789.365,1863.043,1910.404,1940.032,2071.777,2074.204,2070.882,2076.044,2161.818,2183.986,2184.06,2181.014
Total_Assets,317220.6,305718.2,333568.1,339169.2,343272.5,348313.7,333714.1,340680.0,326200.7,269933.2,254171.6,261794.1,329354.5,348352.9,335323.2,333307.2,342555.6,346000.4,320833.7,306226.8
Total_Liabilities,252025.1,240675.8,247853.6,277348.6,271248.2,268065.5,257553.5,263241.6,253381.4,215566.7,202103.0,210841.1,277078.1,280250.3,268781.5,258718.5,270227.7,270911.3,260619.3,252230.7
