AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.36,0.27,0.49,0.758,0.625,0.617,0.47,0.499,0.433,0.436,0.25,0.211,0.3670000000000001,0.297,0.38,0.502,0.37,0.442,0.352
Goodwill_Intangibles,127.7,134.7,122.3,116.7,115.6,119.3,106.9,105.0,92.1,92.4,82.7,83.1,84.4,88.1,82.4,87.5,88.0,89.0,76.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,18299.1,18366.4,17879.0,17098.9,9630.7,16936.7,16009.0,16392.0,11629.3,13651.1,11860.8,11055.0,9798.3,9521.2,10429.6,15362.8,14789.3,13458.6,13994.0
Revenue,1340.0,1384.8,1397.9,1387.2,938.4,936.9,698.4,661.4,588.1,722.1,486.6,599.9,768.5,752.0,719.4,933.0,640.4,781.3,727.2
Shares_Diluted,471.1153,471.1153,473.449,471.1153,471.1153,471.1153,469.4043,471.1153,471.1153,471.1153,471.1153,471.1153,471.1153,471.1153,471.1153,471.1153,471.1153,471.1153,471.1153
Total_Assets,86882.2,85205.8,93797.5,88605.6,76832.9,79543.8,79628.6,73515.9,61024.9,62469.2,64028.7,71401.3,71172.5,60693.9,60087.5,58004.1,55137.9,52132.5,48672.8
Total_Liabilities,81981.4,80044.7,88969.5,84120.0,72201.1,75000.2,75527.3,69353.4,57032.6,58473.1,59944.2,67173.1,66979.2,56624.9,55755.1,53471.0,50520.6,47823.9,44723.0
