AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.448,0.248,0.339,-0.431,-0.99,-2.047,0.667,1.049,0.528,0.66,0.377,-0.141,-0.269,0.425
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,3237.1,3321.0,3350.4,3373.4,3046.7,2372.7,1913.8,2026.4,2238.8,1686.0,1721.2,1756.7,1794.4,1832.5
Revenue,134.8,121.1,101.3,67.9,78.5,47.8,56.9,106.9,50.1,50.0,47.6,102.6,56.9,57.4
Shares_Diluted,82.7748,82.6173,83.6653,75.8376,43.957,40.9396,44.2006,44.231,44.3061,44.5103,44.4211,44.3767,,
Total_Assets,5839.0,6203.6,6178.1,6261.9,7112.2,9474.7,3635.5,3455.7,3552.7,3189.8,3111.0,3340.1,3501.9,3540.6
Total_Liabilities,4179.6,4545.9,4507.4,4580.0,5368.5,7672.4,2564.1,2400.2,2514.0,2182.1,2124.3,2377.3,2571.4,2514.7
