AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.393,0.193,0.001,0.369,0.364,0.383,0.248,0.317,0.364
Goodwill_Intangibles,108.1,108.5,108.8,109.1,109.5,109.8,110.2,110.6,110.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,399.3,390.3,56.7,56.7,56.7,56.7,56.7,56.7,56.7
Revenue,28.7,28.7,28.5,29.4,30.5,30.4,30.3,31.2,30.1
Shares_Diluted,24.375,24.353,24.388,24.295,24.374,24.323,24.311,24.2715,24.32
Total_Assets,3154.6,3072.2,2762.6,2722.2,2698.9,2724.3,2704.2,2701.3,2702.5
Total_Liabilities,2765.6,2690.5,2383.7,2344.9,2328.3,2361.5,2351.5,2353.0,2361.7
