AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.148,-1.359,-0.45,-0.129,0.205,-0.663,-0.647,0.45,0.03,-0.959,0.38
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,36.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,12.3,13.1,16.5,15.0,10.6,12.8,16.3,20.7,22.6,23.6,23.7
Shares_Diluted,47.3341,47.8233,47.9984,47.9984,47.9984,47.9984,47.9984,47.9984,47.9984,47.9984,47.9984
Total_Assets,312.6,337.8,408.7,413.8,438.9,446.1,482.4,528.4,530.1,558.8,617.1
Total_Liabilities,40.2,58.0,44.9,9.0,10.8,15.6,4.9,2.1,5.7,15.6,5.2
