AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-3.299,0.153,-0.589,-3.275,-0.094,-0.623,-1.933,3.57,0.67,-0.001,0.157,0.322
Goodwill_Intangibles,5.7,7.1,7.9,8.5,12.5,13.4,17.9,19.1,20.4,22.5,31.9,40.8
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,207.2,294.1,344.5,477.1,506.7,505.8,655.8,654.7,752.4,873.7,967.6,1128.8
Revenue,41.9,41.5,40.1,40.0,39.3,50.4,55.7,60.9,60.9,61.6,67.7,69.7
Shares_Diluted,21.094,20.916,16.1168,21.0687,21.0549,20.9837,20.2442,20.2431,20.3339,20.162,18.4645,18.465
Total_Assets,980.5,1140.3,1195.9,1338.9,1439.3,1440.7,1626.7,1686.1,1729.9,1843.1,1962.6,2133.3
Total_Liabilities,237.7,328.3,406.1,516.5,548.3,547.7,748.8,729.8,846.3,973.0,1110.4,1259.9
