AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.189,0.334,-1.904,0.277,-0.2,-0.732,-0.226,-0.388,0.147
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4,37.4
Revenue,26.8,46.5,,36.1,39.3,92.0,49.6,45.5,36.9
Shares_Diluted,103.788,103.525,98.823,99.042,98.739,98.6885,98.537,98.446,102.331
Total_Assets,2438.8,2715.5,3551.0,4938.6,4581.8,4480.7,5341.7,5039.7,5293.6
Total_Liabilities,2019.4,2315.3,3167.0,4366.7,4027.7,3915.6,4754.9,4458.6,4672.2
