AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.244,0.037,1.324,0.617,0.006,0.109,1.963,0.988,0.229,0.073,0.832,0.613,-0.174,0.311,0.631,0.461,0.3989999999999999,0.103,0.561
Goodwill_Intangibles,1485.3,1420.4,1384.7,1353.1,846.9,802.1,759.2,744.0,739.4,734.4,57.6,61.5,63.1,67.5,63.3,66.1,69.6,88.3,91.4
Inventory,232.5,202.7,153.5,108.1,63.3,51.1,43.7,43.7,43.2,46.6,48.1,58.7,64.4,62.1,55.2,55.9,53.0,49.2,41.0
LT_Debt,7476.2,7212.2,6721.2,6940.8,6080.8,5676.0,4693.8,4315.5,4422.3,4761.4,3344.7,3394.9,3930.6,3438.5,3275.5,3111.9,3452.2,3124.3,3004.9
Revenue,651.2,674.3,932.6,814.3,548.5,542.4,684.3,603.9,442.0,384.3,400.5,303.3,310.3,301.8,362.4,312.4,287.3,274.0,323.4
Shares_Diluted,123.3,125.9,122.8,120.0,115.9,117.703,118.072,112.082,108.161,104.274,97.549,96.165,92.41,91.867,90.332,87.564,86.03299999999999,88.088,82.081
Total_Assets,17363.8,17084.2,16484.6,16397.8,13914.2,13494.1,12583.3,12041.0,11454.2,11206.6,8335.7,8348.7,8209.0,7802.1,7397.9,7222.1,7098.7,6710.0,6653.7
Total_Liabilities,9374.6,9071.5,8439.0,8657.2,7088.4,6581.3,5593.3,5200.2,5200.9,5445.4,3891.9,3942.0,4433.8,3931.4,3805.8,3622.4,3926.5,3561.6,3452.8
