AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.106,0.115,-0.123,0.157,0.155,-0.001,0.15,0.159
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,12.1,9.7,7.8,6.1,5.6,5.9,5.5,5.6
Shares_Diluted,8.481,8.488,8.4456,8.9152,8.9152,,,
Total_Assets,1156.9,1064.5,873.6,782.0,688.6,,,
Total_Liabilities,993.8,901.7,712.5,701.9,610.0,,,
