AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.936,0.847,0.806,0.727,0.805,0.824,0.855,1.026,0.863,0.593,0.506,0.375,0.4,0.7440000000000001,0.564,0.7440000000000001,0.7020000000000001,0.7040000000000001,0.659
Goodwill_Intangibles,71122.0,71122.0,71122.0,71122.0,71122.0,71222.0,71223.0,71223.0,71051.0,70551.0,71151.0,70551.0,70551.0,70651.0,70651.0,70651.0,70651.0,72525.0,70859.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,273012.0,259610.0,267368.0,269623.0,270553.0,270983.0,276282.0,265883.0,235050.0,260968.0,255616.0,261530.0,253601.0,216602.0,236167.0,238011.0,233929.0,229392.0,211842.0
Revenue,28655.0,25075.0,19621.0,14975.0,12894.0,12554.0,12336.0,11387.0,11395.0,11461.0,11486.0,12540.0,16098.0,16926.0,17916.0,18224.0,18170.0,17836.0,16965.0
Shares_Diluted,8182.3,8150.1,8160.8,8163.1,8202.1,8223.9,8492.8,8735.5,8755.6,8786.1,8777.5,8768.1,8862.7,9074.5,9353.0,9559.6,9787.3,9993.9,10170.8
Total_Assets,3194657.0,3051375.0,3072953.0,3111606.0,3238223.0,3169495.0,3085446.0,3029894.0,2969992.0,2819627.0,2738452.0,2741688.0,2619954.0,2434079.0,2426330.0,2395892.0,2377164.0,2354507.0,2338833.0
Total_Liabilities,2914461.0,2778178.0,2803429.0,2842488.0,2971606.0,2899429.0,2812982.0,2752775.0,2695992.0,2546703.0,2469602.0,2476051.0,2355036.0,2169269.0,2157943.0,2124484.0,2110154.0,2089182.0,2076675.0
