AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.734,0.916,1.17,1.14,0.936,0.661,0.833,0.875,0.835,0.735,0.998,0.8270000000000001,0.71,0.8240000000000001,0.649,0.621,0.743,0.6,0.535,0.727
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,29.4,29.4,29.4,29.3,29.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,18.6,16.2,14.4,12.6,11.5,11.5,10.8,10.4,10.0,10.0,10.2,9.7,9.1,9.0,9.1,8.8,8.6,8.3,8.1,8.0
Shares_Diluted,3.5224,3.4898,3.4876,3.5018,3.4723,3.4515,3.4484,3.4334,3.4268,3.4102,3.4133,3.4097,3.4371,3.4337,3.4367,3.4253,3.4582,3.4691,3.4742,3.4656
Total_Assets,1756.7,1616.7,1473.1,1402.5,1374.3,1303.0,1252.8,1219.1,1185.0,1130.2,1073.3,1022.9,898.9,877.3,851.4,833.5,808.7,799.6,786.1,775.2
Total_Liabilities,1652.3,1515.0,1374.6,1303.0,1272.2,1192.8,1143.0,1111.5,1079.9,1025.1,969.4,921.3,799.1,781.0,756.8,740.8,717.5,712.0,701.2,690.4
