AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.034,0.008,0.024,0.03,-0.07,-0.011,0.003,-0.003,0.016,0.005,-0.041
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,1.9,1.9,1.7,1.5,1.3,1.3,1.2,2.6,1.3,1.4,3.3
Shares_Diluted,4.9899,4.9834,4.9719,4.9719,3.9744,5.398,5.398,5.398,,,
Total_Assets,259.6,264.2,268.2,274.2,284.9,340.9,259.9,239.9,,,
Total_Liabilities,177.5,183.7,189.0,190.7,198.3,295.7,213.9,194.0,,,
