AAII_QTR_DATA,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.442,-0.822,-0.196,-0.434,-0.416,-0.53,-0.265,-0.166,-0.179,-0.12,-0.012,-0.095,0.21100000000000002
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,196.3,193.2,183.1,183.4,180.3,180.1,177.8,135.1,135.2,135.1,135.2,137.9,138.0
Revenue,15.3,14.1,9.6,8.3,8.8,4.8,13.2,14.3,14.7,16.2,15.9,15.1,15.5
Shares_Diluted,13.8516,12.0037,11.9924,11.9828,11.9718,11.9618,11.9514,11.8962,11.8622,11.8479,11.8177,11.8071,11.8982
Total_Assets,273.4,275.7,273.3,275.2,280.3,284.4,286.3,236.9,244.0,247.5,249.9,253.4,259.6
Total_Liabilities,214.0,211.5,199.3,199.0,198.8,198.0,193.6,141.2,144.5,146.1,145.1,146.4,149.2
