AAII_QTR_DATA,01/31/2023,07/31/2022,01/31/2022,07/31/2021,01/31/2021,07/31/2020,01/31/2020
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.008,-0.111,-0.095,-0.187,0.353,-0.434,0.205
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,13.2,12.3,13.5,12.6,13.1,13.6,16.1
Shares_Diluted,98.0267,96.8235,102.233,102.233,102.233,102.233,102.233
Total_Assets,1068.1,1047.2,986.9,1032.4,1042.8,1016.3,989.2
Total_Liabilities,678.5,637.6,540.3,560.3,535.7,524.2,427.4
