AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.222,0.138,0.038,0.06,0.165,0.17,0.178,0.171,0.229,0.271
Goodwill_Intangibles,44.4,43.6,43.8,26.0,26.2,26.4,26.6,26.4,26.7,26.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,12.4,37.4,37.4,37.4,57.4,57.4,57.4,57.4,57.4,57.4
Revenue,18.7,15.8,14.5,14.2,14.8,15.0,14.6,14.1,14.5,14.4
Shares_Diluted,17.6585,17.8668,18.0301,18.2871,18.4535,19.0732,19.3595,19.3654,19.4184,15.9167
Total_Assets,1730.0,1771.9,1619.0,1263.5,1275.1,1269.6,1316.8,1242.1,1258.5,1252.2
Total_Liabilities,1514.7,1558.6,1407.4,1051.4,1062.3,1057.6,1100.0,1028.6,1048.9,1047.5
