AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,17992.3,16426.6,19372.7,19173.5,16380.3,14509.9,13929.5,12948.5,9643.7,9983.8,9692.4,9551.4,12896.8,12751.0,14321.1,14324.4,13715.9,12547.2,14565.5
Current_Liabilities,21939.8,19068.0,20735.9,20922.2,18287.3,15809.6,16314.6,16498.7,13553.7,14576.9,15640.9,17705.5,21279.6,18062.7,20941.1,22239.4,21292.2,19096.4,18744.1
Diluted_EPS,-0.421,0.277,0.729,0.233,-0.526,-0.766,-0.115,-0.972,-1.245,-1.354,-2.342,-3.268,-5.019,0.414,2.882,0.58,-0.8440000000000001,0.853,2.8360000000000003
Goodwill_Intangibles,1430.0,1537.7,1736.9,1724.0,1727.2,1731.5,1713.2,1730.4,1605.0,1628.8,1747.2,1863.0,2019.1,2194.3,2258.5,2323.8,2221.3,2229.4,2181.5
Inventory,851.7,874.4,850.7,788.2,754.8,726.8,711.8,720.4,691.1,721.9,853.2,962.9,1098.3,1107.3,1123.9,1220.4,1125.9,1140.0,1077.3
LT_Debt,14164.2,14289.1,15664.2,15581.3,15624.4,16196.1,15388.5,14284.8,13427.4,12183.4,10063.3,8510.0,9499.2,9486.7,9629.7,9233.0,8481.7,5897.9,6136.0
Revenue,7555.9,9558.8,10841.2,9111.9,5386.2,6281.0,5606.9,3457.6,2545.7,2579.5,2645.1,1982.3,7277.8,9857.3,11996.2,11677.5,9192.4,10181.2,11624.1
Shares_Diluted,1195.486,1195.486,1195.486,1195.486,1195.486,441.6728,672.5703,837.5502,837.5502,837.8847,835.1048,478.1943,478.1943,477.2918,475.2107,475.2107,475.2107,473.408,455.5556
Total_Assets,48352.6,46663.1,51211.5,50542.8,47794.8,45804.9,45121.2,43974.4,38237.7,39262.9,38791.5,41746.1,48983.9,48200.8,52441.1,52540.2,50150.1,45003.5,45331.7
Total_Liabilities,40289.5,37612.6,41400.8,42074.9,42014.6,41013.2,41176.8,40622.3,36233.0,37923.4,35533.9,35860.0,40615.7,36735.6,41897.6,41486.9,38845.5,33858.9,32571.9
