AAII_QTR_DATA,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,8.48,6.33,11.395,6.362,7.831,-8.201,6.362,3.428,3.676,9.602,-4.3660000000000005,6.45
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,151.5,402.6,403.7,654.8,655.9,156.9,158.0,159.0,159.6,137.5,138.0,137.5
Revenue,974.8,948.2,955.0,922.1,901.1,762.6,916.8,923.9,896.6,917.3,772.8,918.4
Shares_Diluted,26.8847,26.8849,26.8849,26.8848,26.8871,26.8817,26.897,26.8882,26.889,26.8919,26.8865,26.893
Total_Assets,30378.7,29849.8,29467.8,29448.7,28995.0,27838.8,28597.6,28518.5,28386.2,27964.4,26912.4,27303.9
Total_Liabilities,23616.7,23345.6,23009.5,23302.2,23028.3,22237.8,22607.8,22691.9,22628.3,22384.0,21655.1,21931.2
