AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,04/30/2006,01/31/2006,10/31/2005,07/31/2005
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,,,,
Diluted_EPS,,0.0,0.0,0.035,0.004,-0.012,0.034
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,,,0.5,0.5,0.9,1.5
Shares_Diluted,,8264.53,8264.53,2.8743,2.8743,4.5796,2.8743
Total_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total_Liabilities,0.0,0.0,0.0,,,,
