AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,-0.129,-0.067,-0.111,-0.07,-0.325,-0.131,-0.128,0.079,-0.28,-0.308,-0.196,-0.216,-0.118,-0.017,0.2689999999999999,-0.11,-0.151,0.83
Goodwill_Intangibles,2.5,2.5,2.6,2.6,2.7,2.8,2.8,2.9,3.1,3.2,3.3,3.5,3.6,4.7,4.9,5.1,5.3,5.6
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,99.5,96.9,94.1,93.9,92.8,88.9,86.3,90.0,108.7,120.0,123.5,125.5,127.1,142.4,140.0,148.1,145.9,149.7
Revenue,4.1,4.5,4.4,4.3,4.6,4.3,4.4,4.8,5.7,5.5,5.7,6.1,7.0,7.3,7.0,7.1,7.2,7.7
Shares_Diluted,11.8347,11.6587,11.7801,11.7997,11.7736,11.4988,10.8338,9.5084,9.5084,9.394,8.9225,8.897,9.422,9.422,9.422,11.4237,11.4237,
Total_Assets,177.0,291.4,288.6,289.1,291.8,161.2,161.8,160.8,159.1,185.6,191.8,194.2,196.3,220.8,215.9,227.7,225.1,233.1
Total_Liabilities,119.7,117.1,114.3,113.0,113.5,105.5,104.2,109.4,127.9,150.7,156.2,156.8,158.3,181.6,177.0,175.3,170.3,175.9
