AAII_QTR_DATA,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,06/30/2016
Current_Assets,24426.3,22568.6,21087.4,19978.3,20177.7,18426.4,16449.1,17248.5,12471.1,10781.6,11458.3
Current_Liabilities,5106.7,3178.5,5382.8,5422.9,5710.2,5067.9,4823.1,4403.3,4013.2,2810.0,3181.5
Diluted_EPS,0.582,0.961,1.67,0.435,-0.059,1.529,1.485,0.362,0.34,0.154,-0.377
Goodwill_Intangibles,132.6,126.9,128.7,126.5,123.1,119.0,122.9,123.5,127.7,122.7,111.8
Inventory,1312.9,1257.3,1190.9,1329.2,1368.3,1228.4,1145.8,1105.7,1145.6,1126.3,1166.2
LT_Debt,64.3,37.9,39.4,177.7,276.9,257.5,176.2,52.4,112.7,218.5,142.7
Revenue,11632.2,7830.4,6792.6,10383.7,10980.2,11230.4,9930.6,8528.4,7473.8,7121.8,6268.0
Shares_Diluted,3572.535,3572.497,3572.5,3572.534,3572.535,3572.535,3572.535,3572.535,3572.535,3572.535,3572.535
Total_Assets,83003.9,79909.3,76969.1,71643.4,69351.1,69846.8,63218.6,57659.8,55633.6,51882.6,50502.2
Total_Liabilities,11784.3,9732.4,10918.4,11136.1,10494.6,9652.4,9331.8,8524.4,7791.3,6303.0,6300.7
