AAII_QTR_DATA,01/31/2023,10/31/2022,07/31/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018
Current_Assets,1471.5,1499.4,1647.7,1616.8,1704.0,1664.1,1566.9,1382.7,1346.3,1302.8,1305.9,1247.9,1307.6,1249.0,1341.8,1353.1,1110.1,976.7
Current_Liabilities,880.5,1047.9,1116.0,1121.9,1280.5,1314.1,1241.7,1109.9,990.5,1000.1,914.9,840.5,824.2,825.4,837.0,809.4,606.4,670.2
Diluted_EPS,1.893,2.06,2.918,2.564,0.211,2.133,2.32,3.076,0.482,0.917,0.428,0.236,0.667,1.349,1.298,0.282,0.619,0.83
Goodwill_Intangibles,2236.7,2040.7,2069.6,2094.3,2128.5,2163.8,2187.7,2214.4,2230.5,2233.7,2231.5,2214.9,2281.0,2294.3,2356.2,2301.4,855.6,856.6
Inventory,441.1,403.3,478.5,474.8,488.3,499.2,456.5,371.9,335.7,293.6,349.6,339.0,370.9,358.2,413.5,421.5,326.6,289.5
LT_Debt,2174.1,1839.3,1986.1,1991.3,2139.1,2054.8,2093.1,2158.0,2368.0,2346.8,2546.9,2606.8,2730.8,2667.4,2794.4,2859.8,1068.9,892.7
Revenue,1271.0,1495.8,1622.1,1667.3,1564.3,1578.2,1490.8,1340.6,1146.5,1161.3,1083.0,1158.3,1112.4,1232.1,1252.6,1213.3,897.0,987.7
Shares_Diluted,47.5,48.3,48.6,48.8,48.8,49.0,48.7,48.7,48.5,48.4,48.4,48.4,48.4,48.2,48.3,48.3,48.0,48.3
Total_Assets,5690.6,5469.9,5626.1,5622.9,5766.6,5815.8,5723.6,5587.9,5566.6,5510.9,5593.8,5529.0,5721.5,5426.7,5552.4,5510.4,3300.2,3194.8
Total_Liabilities,3845.2,3708.6,3925.0,3936.5,4273.3,4301.5,4274.7,4213.7,4361.3,4358.7,4452.5,4445.8,4557.7,4293.6,4431.8,4423.8,2181.0,2087.0
