AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diluted_EPS,0.43,0.468,0.523,0.472,0.453,0.312,0.442,0.361,0.31,0.383,0.28,0.2319999999999999,0.22,0.216,0.238,0.2189999999999999,0.127
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.9,5.9,7.9,7.9,4.0,4.0,4.0,4.0,4.0,4.0
Revenue,6.4,6.0,5.4,4.7,4.5,4.5,4.7,4.7,4.3,4.5,4.1,4.0,4.0,4.0,4.0,3.8,3.6
Shares_Diluted,2.9377,2.9461,2.9336,2.9324,2.9301,2.935,2.9259,2.9238,2.9214,2.9186,2.9154,2.9124,2.9093,2.9072,2.9046,2.883,2.9234
Total_Assets,538.7,516.7,493.8,477.4,475.0,469.1,467.9,457.6,444.4,424.4,395.3,385.4,340.8,336.4,322.3,312.6,305.3
Total_Liabilities,497.3,476.6,455.2,440.0,438.6,433.5,433.2,424.2,412.1,393.0,365.0,355.8,312.0,308.4,295.0,286.0,279.5
